object_name,okato,oktmo,Год,Всего,Мужчины,Женщины,Городское население,Сельское население,0–17 лет,18 лет и старше,Моложе трудоспособного,В трудоспособном возрасте,Старше трудоспособного,Население пенсионного возраста
Забайкальский край,76000000,76000000,2004_avg,1137734.0,546802.0,590932.0,728240.0,409494.0,292704.0,845030.0,246022.0,719883.0,171828.0,102290.0
Забайкальский край,76000000,76000000,2005_avg,1128054.0,540185.0,587868.0,723450.0,404604.0,282130.0,845924.0,237456.0,719066.0,171530.0,104104.0
Забайкальский край,76000000,76000000,2006_avg,1119235.0,534438.0,584798.0,720906.0,398328.0,272002.0,847232.0,230289.0,716376.0,172570.0,105542.0
Забайкальский край,76000000,76000000,2007_avg,1113291.0,530872.0,582420.0,720970.0,392322.0,264460.0,848832.0,225878.0,712353.0,175060.0,105874.0
Забайкальский край,76000000,76000000,2008_avg,1110318.0,529417.0,580900.0,721738.0,388580.0,259886.0,850431.0,225339.0,707001.0,177978.0,103968.0
Забайкальский край,76000000,76000000,2009_avg,1109084.0,529174.0,579910.0,723926.0,385158.0,257708.0,851376.0,227188.0,699635.0,182262.0,99974.0
Забайкальский край,76000000,76000000,2010_avg,1107564.0,529222.0,578342.0,727966.0,379598.0,257129.0,850435.0,228634.0,691535.0,187395.0,95426.0
Забайкальский край,76000000,76000000,2011_avg,1100824.0,526182.0,574643.0,728662.0,372163.0,256649.0,844176.0,228766.0,680652.0,191408.0,91465.0
Забайкальский край,76000000,76000000,2012_avg,1091449.0,521106.0,570342.0,727106.0,364342.0,256400.0,835049.0,229762.0,666716.0,194972.0,89618.0
Забайкальский край,76000000,76000000,2013_avg,1083080.0,516670.0,566409.0,725803.0,357276.0,256608.0,826472.0,231915.0,652240.0,198924.0,89866.0
Забайкальский край,76000000,76000000,2014_avg,1075446.0,512670.0,562775.0,724050.0,351396.0,257736.0,817709.0,233968.0,638134.0,203342.0,90810.0
Забайкальский край,76000000,76000000,2015_avg,1068032.0,508654.0,559379.0,722206.0,345826.0,259694.0,808338.0,235889.0,624525.0,207618.0,92840.0
Забайкальский край,76000000,76000000,2016_avg,1059975.0,504189.0,555786.0,720018.0,339957.0,260702.0,799272.0,236973.0,611752.0,211250.0,95836.0
Забайкальский край,76000000,76000000,2017_avg,1051004.0,499327.0,551678.0,716516.0,334488.0,260490.0,790515.0,236373.0,600344.0,214288.0,98846.0
Забайкальский край,76000000,76000000,2018_avg,1040538.0,493811.0,546726.0,711350.0,329188.0,259132.0,781406.0,234110.0,589879.0,216548.0,101778.0
Забайкальский край,76000000,76000000,2019_avg,1030090.0,488178.0,541912.0,706762.0,323328.0,256552.0,773538.0,230670.0,587362.0,212058.0,104864.0
Забайкальский край,76000000,76000000,2020_avg,1019906.0,482494.0,537412.0,702112.0,317794.0,253166.0,766741.0,226827.0,586346.0,206734.0,108004.0
Забайкальский край,76000000,76000000,2021_avg,1007620.0,475928.0,531692.0,696103.0,311517.0,249094.0,758526.0,222750.0,584959.0,199911.0,109948.0
Забайкальский край,76000000,76000000,2022_avg,996474.0,470282.0,526192.0,691416.0,305058.0,244993.0,751482.0,219090.0,583768.0,193617.0,111873.0
Забайкальский край,76000000,76000000,2023_avg,988412.0,466060.0,522352.0,688544.0,299868.0,241003.0,747409.0,215304.0,583572.0,189536.0,115435.0
Забайкальский край,76000000,76000000,2024_avg,984116.0,464716.0,519401.0,688073.0,296044.0,237424.0,746693.0,210628.0,587914.0,185575.0,119671.0
Ивановская область,24000000,24000000,2000,1194595.0,539725.0,654870.0,985031.0,209564.0,245577.0,949018.0,207412.0,685844.0,301339.0,177496.0
Ивановская область,24000000,24000000,2001,1178969.0,531428.0,647541.0,972987.0,205982.0,235998.0,942971.0,197442.0,686428.0,295099.0,175593.0
Ивановская область,24000000,24000000,2002,1161861.0,522254.0,639607.0,959873.0,201988.0,224628.0,937233.0,187571.0,682141.0,292149.0,174625.0
Ивановская область,24000000,24000000,2003,1144540.0,513062.0,631478.0,946507.0,198033.0,214813.0,929727.0,178187.0,680460.0,285893.0,173594.0
Ивановская область,24000000,24000000,2004,1131027.0,505600.0,625427.0,934034.0,196993.0,207405.0,923622.0,171119.0,680549.0,279359.0,176965.0
Ивановская область,24000000,24000000,2005,1116739.0,497901.0,618838.0,898043.0,218696.0,200685.0,916054.0,165195.0,675146.0,276398.0,179811.0
Ивановская область,24000000,24000000,2006,1101862.0,490088.0,611774.0,887023.0,214839.0,193361.0,908501.0,159077.0,669560.0,273225.0,181210.0
Ивановская область,24000000,24000000,2007,1089837.0,484604.0,605233.0,878788.0,211049.0,186955.0,902882.0,153473.0,663863.0,272501.0,180943.0
Ивановская область,24000000,24000000,2008,1081112.0,481139.0,599973.0,873666.0,207446.0,181002.0,900110.0,150470.0,658144.0,272498.0,180515.0
Ивановская область,24000000,24000000,2009,1074309.0,478899.0,595410.0,869124.0,205185.0,176052.0,898257.0,149354.0,653040.0,271915.0,173263.0
Ивановская область,24000000,24000000,2010,1067788.0,476750.0,591038.0,863133.0,204655.0,173157.0,894631.0,149696.0,643421.0,274671.0,163891.0
Ивановская область,24000000,24000000,2011,1060109.0,473871.0,586238.0,858440.0,201669.0,171267.0,888842.0,150421.0,632951.0,276737.0,156326.0
Ивановская область,24000000,24000000,2012,1049092.0,468872.0,580220.0,850070.0,199022.0,169409.0,879683.0,150839.0,619815.0,278438.0,150790.0
Ивановская область,24000000,24000000,2013,1039164.0,464574.0,574590.0,842595.0,196569.0,169850.0,869314.0,152534.0,606390.0,280240.0,149424.0
Ивановская область,24000000,24000000,2014,1028524.0,459828.0,568696.0,834622.0,193902.0,171104.0,857420.0,155063.0,591665.0,281796.0,149313.0
Ивановская область,24000000,24000000,2015,1017366.0,454730.0,562636.0,826741.0,190625.0,172666.0,844700.0,157094.0,576360.0,283912.0,149262.0
Ивановская область,24000000,24000000,2016,1005262.0,449402.0,555860.0,817503.0,187759.0,174794.0,830468.0,159342.0,559841.0,286079.0,152335.0
Ивановская область,24000000,24000000,2017,993840.0,444375.0,549465.0,808875.0,184965.0,176547.0,817293.0,160422.0,546175.0,287243.0,154432.0
Ивановская область,24000000,24000000,2018,980565.0,438767.0,541798.0,799198.0,181367.0,177253.0,803312.0,159674.0,532635.0,288256.0,156461.0
Ивановская область,24000000,24000000,2019,965305.0,431785.0,533520.0,788029.0,177276.0,175602.0,789703.0,157447.0,519169.0,288689.0,158281.0
Ивановская область,24000000,24000000,2020,953613.0,427028.0,526585.0,779594.0,174019.0,173280.0,780333.0,154736.0,523357.0,275520.0,160214.0
Ивановская область,24000000,24000000,2021,938831.0,420346.0,518485.0,768398.0,170433.0,170255.0,768576.0,152202.0,512619.0,274010.0,162277.0
Ивановская область,24000000,24000000,2022,924114.0,414279.0,509835.0,757352.0,166762.0,167398.0,756716.0,149869.0,516959.0,257286.0,161740.0
Ивановская область,24000000,24000000,2023,914725.0,410518.0,504207.0,750725.0,164000.0,165167.0,749558.0,147484.0,509000.0,258241.0,164061.0
Ивановская область,24000000,24000000,2024,905900.0,406392.0,499508.0,743923.0,161977.0,162822.0,743078.0,144365.0,514150.0,247385.0,167986.0
Ивановская область,24000000,24000000,2025,898490.0,403279.0,495211.0,738728.0,159762.0,160307.0,738183.0,140705.0,508998.0,248787.0,171604.0
Ивановская область,24000000,24000000,2000_avg,1186782.0,535576.0,651206.0,979009.0,207773.0,240788.0,945994.0,202427.0,686136.0,298219.0,176544.0
Ивановская область,24000000,24000000,2001_avg,1170415.0,526841.0,643574.0,966430.0,203985.0,230313.0,940102.0,192506.0,684284.0,293624.0,175109.0
Ивановская область,24000000,24000000,2002_avg,1153200.0,517658.0,635542.0,953190.0,200010.0,219720.0,933480.0,182879.0,681300.0,289021.0,174110.0
Ивановская область,24000000,24000000,2003_avg,1137784.0,509331.0,628452.0,940270.0,197513.0,211109.0,926674.0,174653.0,680504.0,282626.0,175280.0
Ивановская область,24000000,24000000,2004_avg,1123883.0,501750.0,622132.0,916038.0,207844.0,204045.0,919838.0,168157.0,677848.0,277878.0,178388.0
Ивановская область,24000000,24000000,2005_avg,1109300.0,493994.0,615306.0,892533.0,216768.0,197023.0,912278.0,162136.0,672353.0,274812.0,180510.0
Ивановская область,24000000,24000000,2006_avg,1095850.0,487346.0,608504.0,882906.0,212944.0,190158.0,905692.0,156275.0,666712.0,272863.0,181076.0
Ивановская область,24000000,24000000,2007_avg,1085474.0,482872.0,602603.0,876227.0,209248.0,183978.0,901496.0,151972.0,661004.0,272500.0,180729.0
Ивановская область,24000000,24000000,2008_avg,1077710.0,480019.0,597692.0,871395.0,206316.0,178527.0,899184.0,149912.0,655592.0,272206.0,176889.0
Ивановская область,24000000,24000000,2009_avg,1071048.0,477824.0,593224.0,866128.0,204920.0,174604.0,896444.0,149525.0,648230.0,273293.0,168577.0
Ивановская область,24000000,24000000,2010_avg,1063948.0,475310.0,588638.0,860786.0,203162.0,172212.0,891736.0,150058.0,638186.0,275704.0,160108.0
Ивановская область,24000000,24000000,2011_avg,1054600.0,471372.0,583229.0,854255.0,200346.0,170338.0,884262.0,150630.0,626383.0,277588.0,153558.0
Ивановская область,24000000,24000000,2012_avg,1044128.0,466723.0,577405.0,846332.0,197796.0,169630.0,874498.0,151686.0,613102.0,279339.0,150107.0
Ивановская область,24000000,24000000,2013_avg,1033844.0,462201.0,571643.0,838608.0,195236.0,170477.0,863367.0,153798.0,599028.0,281018.0,149368.0
Ивановская область,24000000,24000000,2014_avg,1022945.0,457279.0,565666.0,830682.0,192264.0,171885.0,851060.0,156078.0,584012.0,282854.0,149288.0
Ивановская область,24000000,24000000,2015_avg,1011314.0,452066.0,559248.0,822122.0,189192.0,173730.0,837584.0,158218.0,568100.0,284996.0,150798.0
Ивановская область,24000000,24000000,2016_avg,999551.0,446888.0,552662.0,813189.0,186362.0,175670.0,823880.0,159882.0,553008.0,286661.0,153384.0
Ивановская область,24000000,24000000,2017_avg,987202.0,441571.0,545632.0,804036.0,183166.0,176900.0,810302.0,160048.0,539405.0,287750.0,155446.0
Ивановская область,24000000,24000000,2018_avg,972935.0,435276.0,537659.0,793614.0,179322.0,176428.0,796508.0,158560.0,525902.0,288472.0,157371.0
Ивановская область,24000000,24000000,2019_avg,959459.0,429406.0,530052.0,783812.0,175648.0,174441.0,785018.0,156092.0,521263.0,282104.0,159248.0
Ивановская область,24000000,24000000,2020_avg,946222.0,423687.0,522535.0,773996.0,172226.0,171768.0,774454.0,153469.0,517988.0,274765.0,161246.0
Ивановская область,24000000,24000000,2021_avg,931472.0,417312.0,514160.0,762875.0,168598.0,168826.0,762646.0,151036.0,514789.0,265648.0,162008.0
Ивановская область,24000000,24000000,2022_avg,919420.0,412398.0,507021.0,754038.0,165381.0,166282.0,753137.0,148676.0,512980.0,257764.0,162900.0
Ивановская область,24000000,24000000,2023_avg,910312.0,408455.0,501858.0,747324.0,162988.0,163994.0,746318.0,145924.0,511575.0,252813.0,166024.0
Ивановская область,24000000,24000000,2024_avg,902195.0,404836.0,497360.0,741326.0,160870.0,161564.0,740630.0,142535.0,511574.0,248086.0,169795.0
Иркутская область,25000000,25000000,2000,2644022.0,1249878.0,1394144.0,2105627.0,538395.0,708579.0,1935443.0,609344.0,1592117.0,442561.0,228077.0
Иркутская область,25000000,25000000,2001,2623183.0,1236259.0,1386924.0,2080707.0,542476.0,684317.0,1938866.0,586822.0,1597847.0,438514.0,226813.0
Иркутская область,25000000,25000000,2002,2599675.0,1221037.0,1378638.0,2062532.0,537143.0,659902.0,1939773.0,564966.0,1596631.0,438078.0,229239.0
Иркутская область,25000000,25000000,2003,2577702.0,1206669.0,1371033.0,2044662.0,533040.0,638034.0,1939668.0,540079.0,1601756.0,435867.0,233797.0
Иркутская область,25000000,25000000,2004,2552298.0,1191878.0,1360420.0,2025662.0,526636.0,618242.0,1934056.0,516500.0,1603521.0,432277.0,242973.0
Иркутская область,25000000,25000000,2005,2524080.0,1175837.0,1348243.0,2001976.0,522104.0,594466.0,1929614.0,495264.0,1595742.0,433074.0,251518.0
Иркутская область,25000000,25000000,2006,2492143.0,1158099.0,1334044.0,1977368.0,514775.0,568607.0,1923536.0,475226.0,1583476.0,433441.0,258454.0
Иркутская область,25000000,25000000,2007,2467383.0,1145168.0,1322215.0,1959382.0,508001.0,546919.0,1920464.0,459234.0,1568842.0,439307.0,263955.0
Иркутская область,25000000,25000000,2008,2455410.0,1139449.0,1315961.0,1949006.0,506404.0,532447.0,1922963.0,452787.0,1555052.0,447571.0,266059.0
Иркутская область,25000000,25000000,2009,2448287.0,1135469.0,1312818.0,1943991.0,504296.0,524337.0,1923950.0,454366.0,1538483.0,455438.0,261285.0
Иркутская область,25000000,25000000,2010,2440391.0,1130833.0,1309558.0,1937638.0,502753.0,520812.0,1919579.0,459884.0,1513787.0,466720.0,251584.0
Иркутская область,25000000,25000000,2011,2427954.0,1123647.0,1304307.0,1932306.0,495648.0,517874.0,1910080.0,460371.0,1490850.0,476733.0,243082.0
Иркутская область,25000000,25000000,2012,2424973.0,1120933.0,1304040.0,1925751.0,499222.0,523012.0,1901961.0,467529.0,1469556.0,487888.0,237399.0
Иркутская область,25000000,25000000,2013,2423212.0,1119210.0,1304002.0,1919013.0,504199.0,529439.0,1893773.0,476433.0,1447052.0,499727.0,239445.0
Иркутская область,25000000,25000000,2014,2420102.0,1116905.0,1303197.0,1912829.0,507273.0,537161.0,1882941.0,487044.0,1421620.0,511438.0,244815.0
Иркутская область,25000000,25000000,2015,2417235.0,1114380.0,1302855.0,1907323.0,509912.0,544757.0,1872478.0,496203.0,1397232.0,523800.0,250874.0
Иркутская область,25000000,25000000,2016,2415690.0,1112547.0,1303143.0,1903000.0,512690.0,555632.0,1860058.0,507286.0,1372465.0,535939.0,260825.0
Иркутская область,25000000,25000000,2017,2412359.0,1110187.0,1302172.0,1895035.0,517324.0,564353.0,1848006.0,515456.0,1350220.0,546683.0,270250.0
Иркутская область,25000000,25000000,2018,2408221.0,1106926.0,1301295.0,1885706.0,522515.0,571190.0,1837031.0,520683.0,1330982.0,556556.0,280395.0
Иркутская область,25000000,25000000,2019,2402358.0,1103127.0,1299231.0,1876634.0,525724.0,575048.0,1827310.0,523556.0,1313896.0,564906.0,290660.0
Иркутская область,25000000,25000000,2020,2396358.0,1100815.0,1295543.0,1866898.0,529460.0,576045.0,1820313.0,522168.0,1331893.0,542297.0,299953.0
Иркутская область,25000000,25000000,2021,2380759.0,1092325.0,1288434.0,1850959.0,529800.0,574488.0,1806271.0,520027.0,1315496.0,545236.0,308210.0
Иркутская область,25000000,25000000,2022,2363447.0,1086116.0,1277331.0,1834514.0,528933.0,571213.0,1792234.0,518049.0,1331387.0,514011.0,310268.0
Иркутская область,25000000,25000000,2023,2344360.0,1075988.0,1268372.0,1817199.0,527161.0,567262.0,1777098.0,513583.0,1313128.0,517649.0,317925.0
Иркутская область,25000000,25000000,2024,2330537.0,1068992.0,1261545.0,1804050.0,526487.0,562581.0,1767956.0,504404.0,1330124.0,496009.0,328182.0
Иркутская область,25000000,25000000,2025,2322292.0,1065241.0,1257051.0,1796340.0,525952.0,558244.0,1764048.0,493974.0,1328001.0,500317.0,338318.0
Иркутская область,25000000,25000000,2000_avg,2633602.0,1243068.0,1390534.0,2093167.0,540436.0,696448.0,1937154.0,598083.0,1594982.0,440538.0,227445.0
Иркутская область,25000000,25000000,2001_avg,2611429.0,1228648.0,1382781.0,2071620.0,539810.0,672110.0,1939320.0,575894.0,1597239.0,438296.0,228026.0
Иркутская область,25000000,25000000,2002_avg,2588688.0,1213853.0,1374836.0,2053597.0,535092.0,648968.0,1939720.0,552522.0,1599194.0,436972.0,231518.0
Иркутская область,25000000,25000000,2003_avg,2565000.0,1199274.0,1365726.0,2035162.0,529838.0,628138.0,1936862.0,528290.0,1602638.0,434072.0,238385.0
Иркутская область,25000000,25000000,2004_avg,2538189.0,1183858.0,1354332.0,2013819.0,524370.0,606354.0,1931835.0,505882.0,1599632.0,432676.0,247246.0
Иркутская область,25000000,25000000,2005_avg,2508112.0,1166968.0,1341144.0,1989672.0,518440.0,581536.0,1926575.0,485245.0,1589609.0,433258.0,254986.0
Иркутская область,25000000,25000000,2006_avg,2479763.0,1151634.0,1328130.0,1968375.0,511388.0,557763.0,1922000.0,467230.0,1576159.0,436374.0,261204.0
Иркутская область,25000000,25000000,2007_avg,2461396.0,1142308.0,1319088.0,1954194.0,507202.0,539683.0,1921714.0,456010.0,1561947.0,443439.0,265007.0
Иркутская область,25000000,25000000,2008_avg,2451848.0,1137459.0,1314390.0,1946498.0,505350.0,528392.0,1923456.0,453576.0,1546768.0,451504.0,263672.0
Иркутская область,25000000,25000000,2009_avg,2444339.0,1133151.0,1311188.0,1940814.0,503524.0,522574.0,1921764.0,457125.0,1526135.0,461079.0,256434.0
Иркутская область,25000000,25000000,2010_avg,2434172.0,1127240.0,1306932.0,1934972.0,499200.0,519343.0,1914830.0,460128.0,1502318.0,471726.0,247333.0
Иркутская область,25000000,25000000,2011_avg,2426464.0,1122290.0,1304174.0,1929028.0,497435.0,520443.0,1906020.0,463950.0,1480203.0,482310.0,240240.0
Иркутская область,25000000,25000000,2012_avg,2424092.0,1120072.0,1304021.0,1922382.0,501710.0,526226.0,1897867.0,471981.0,1458304.0,493808.0,238422.0
Иркутская область,25000000,25000000,2013_avg,2421657.0,1118058.0,1303600.0,1915921.0,505736.0,533300.0,1888357.0,481738.0,1434336.0,505582.0,242130.0
Иркутская область,25000000,25000000,2014_avg,2418668.0,1115642.0,1303026.0,1910076.0,508592.0,540959.0,1877710.0,491624.0,1409426.0,517619.0,247844.0
Иркутская область,25000000,25000000,2015_avg,2416462.0,1113464.0,1302999.0,1905162.0,511301.0,550194.0,1866268.0,501744.0,1384848.0,529870.0,255850.0
Иркутская область,25000000,25000000,2016_avg,2414024.0,1111367.0,1302658.0,1899018.0,515007.0,559992.0,1854032.0,511371.0,1361342.0,541311.0,265538.0
Иркутская область,25000000,25000000,2017_avg,2410290.0,1108556.0,1301734.0,1890370.0,519920.0,567772.0,1842518.0,518070.0,1340601.0,551620.0,275322.0
Иркутская область,25000000,25000000,2018_avg,2405290.0,1105026.0,1300263.0,1881170.0,524120.0,573119.0,1832170.0,522120.0,1322439.0,560731.0,285528.0
Иркутская область,25000000,25000000,2019_avg,2399358.0,1101971.0,1297387.0,1871766.0,527592.0,575546.0,1823812.0,522862.0,1322894.0,553602.0,295306.0
Иркутская область,25000000,25000000,2020_avg,2388558.0,1096570.0,1291988.0,1858928.0,529630.0,575266.0,1813292.0,521098.0,1323694.0,543766.0,304082.0
Иркутская область,25000000,25000000,2021_avg,2372103.0,1089220.0,1282882.0,1842736.0,529366.0,572850.0,1799252.0,519038.0,1323442.0,529624.0,309239.0
Иркутская область,25000000,25000000,2022_avg,2353904.0,1081052.0,1272852.0,1825856.0,528047.0,569238.0,1784666.0,515816.0,1322258.0,515830.0,314096.0
Иркутская область,25000000,25000000,2023_avg,2337448.0,1072490.0,1264958.0,1810624.0,526824.0,564922.0,1772527.0,508994.0,1321626.0,506829.0,323054.0
Иркутская область,25000000,25000000,2024_avg,2326414.0,1067116.0,1259298.0,1800195.0,526220.0,560412.0,1766002.0,499189.0,1329062.0,498163.0,333250.0
Кабардино-Балкарская Республика,83000000,83000000,2000,878990.0,413284.0,465706.0,497886.0,381104.0,265465.0,613525.0,229815.0,509113.0,140062.0,71519.0
Кабардино-Балкарская Республика,83000000,83000000,2001,886698.0,416517.0,470181.0,501645.0,385053.0,259879.0,626819.0,223911.0,523116.0,139671.0,71816.0
Кабардино-Балкарская Республика,83000000,83000000,2002,894356.0,419714.0,474642.0,506125.0,388231.0,253534.0,640822.0,218475.0,536321.0,139560.0,73215.0
Кабардино-Балкарская Республика,83000000,83000000,2003,901051.0,422427.0,478624.0,509986.0,391065.0,247390.0,653661.0,212462.0,548625.0,139964.0,76044.0
Кабардино-Балкарская Республика,83000000,83000000,2004,889639.0,417008.0,472631.0,520899.0,368740.0,239011.0,650628.0,203915.0,547369.0,138355.0,78554.0
Кабардино-Балкарская Республика,83000000,83000000,2005,877308.0,411263.0,466045.0,511429.0,365879.0,230911.0,646397.0,196158.0,544326.0,136824.0,81467.0
Кабардино-Балкарская Республика,83000000,83000000,2006,866158.0,405812.0,460346.0,499669.0,366489.0,223157.0,643001.0,188234.0,542068.0,135856.0,83899.0
Кабардино-Балкарская Республика,83000000,83000000,2007,858460.0,401870.0,456590.0,493477.0,364983.0,216707.0,641753.0,180638.0,542488.0,135334.0,86258.0
Кабардино-Балкарская Республика,83000000,83000000,2008,857282.0,401099.0,456183.0,491879.0,365403.0,211270.0,646012.0,177292.0,543586.0,136404.0,86887.0
Кабардино-Балкарская Республика,83000000,83000000,2009,858126.0,401248.0,456878.0,470340.0,387786.0,205590.0,652536.0,175560.0,544755.0,137811.0,87753.0
Кабардино-Балкарская Республика,83000000,83000000,2010,859576.0,401778.0,457798.0,470100.0,389476.0,202985.0,656591.0,176073.0,542999.0,140504.0,85904.0
Кабардино-Балкарская Республика,83000000,83000000,2011,859792.0,401674.0,458118.0,467912.0,391880.0,201243.0,658549.0,177090.0,539342.0,143360.0,83648.0
Кабардино-Балкарская Республика,83000000,83000000,2012,861693.0,402815.0,458878.0,466159.0,395534.0,202921.0,658772.0,179043.0,536962.0,145688.0,81232.0
Кабардино-Балкарская Республика,83000000,83000000,2013,864962.0,404662.0,460300.0,465008.0,399954.0,206229.0,658733.0,183044.0,532900.0,149018.0,80082.0
Кабардино-Балкарская Республика,83000000,83000000,2014,867426.0,406147.0,461279.0,463935.0,403491.0,208278.0,659148.0,186665.0,528338.0,152423.0,79765.0
Кабардино-Балкарская Республика,83000000,83000000,2015,872785.0,409284.0,463501.0,465007.0,407778.0,211577.0,661208.0,190082.0,525824.0,156879.0,79870.0
Кабардино-Балкарская Республика,83000000,83000000,2016,878479.0,412571.0,465908.0,466037.0,412442.0,215578.0,662901.0,193745.0,522269.0,162465.0,80928.0
Кабардино-Балкарская Республика,83000000,83000000,2017,883958.0,415793.0,468165.0,466876.0,417082.0,217906.0,666052.0,195046.0,521827.0,167085.0,82834.0
Кабардино-Балкарская Республика,83000000,83000000,2018,888508.0,418531.0,469977.0,467437.0,421071.0,218843.0,669665.0,197269.0,519487.0,171752.0,84206.0
Кабардино-Балкарская Республика,83000000,83000000,2019,892176.0,420900.0,471276.0,467221.0,424955.0,218500.0,673676.0,198748.0,516815.0,176613.0,86672.0
Кабардино-Балкарская Республика,83000000,83000000,2020,897344.0,424595.0,472749.0,468442.0,428902.0,219494.0,677850.0,198823.0,528424.0,170097.0,88789.0
Кабардино-Балкарская Республика,83000000,83000000,2021,900613.0,426639.0,473974.0,468642.0,431971.0,220172.0,680441.0,199765.0,527224.0,173624.0,91031.0
Кабардино-Балкарская Республика,83000000,83000000,2022,904338.0,429493.0,474845.0,469445.0,434893.0,220387.0,683951.0,199410.0,539605.0,165323.0,92907.0
Кабардино-Балкарская Республика,83000000,83000000,2023,903266.0,428748.0,474518.0,467644.0,435622.0,220099.0,683167.0,198741.0,532312.0,172213.0,96662.0
Кабардино-Балкарская Республика,83000000,83000000,2024,905464.0,429476.0,475988.0,468249.0,437215.0,219018.0,686446.0,196509.0,541975.0,166980.0,101073.0
Кабардино-Балкарская Республика,83000000,83000000,2025,908214.0,430524.0,477690.0,468851.0,439363.0,219265.0,688949.0,194178.0,541910.0,172126.0,106594.0
Кабардино-Балкарская Республика,83000000,83000000,2000_avg,882844.0,414900.0,467944.0,499766.0,383078.0,262672.0,620172.0,226863.0,516114.0,139866.0,71668.0
Кабардино-Балкарская Республика,83000000,83000000,2001_avg,890527.0,418116.0,472412.0,503885.0,386642.0,256706.0,633820.0,221193.0,529718.0,139616.0,72516.0
Кабардино-Балкарская Республика,83000000,83000000,2002_avg,897704.0,421070.0,476633.0,508056.0,389648.0,250462.0,647242.0,215468.0,542473.0,139762.0,74630.0
Кабардино-Балкарская Республика,83000000,83000000,2003_avg,895345.0,419718.0,475628.0,515442.0,379902.0,243200.0,652144.0,208188.0,547997.0,139160.0,77299.0
Кабардино-Балкарская Республика,83000000,83000000,2004_avg,883474.0,414136.0,469338.0,516164.0,367310.0,234961.0,648512.0,200036.0,545848.0,137590.0,80010.0
Кабардино-Балкарская Республика,83000000,83000000,2005_avg,871733.0,408538.0,463196.0,505549.0,366184.0,227034.0,644699.0,192196.0,543197.0,136340.0,82683.0
Кабардино-Балкарская Республика,83000000,83000000,2006_avg,862309.0,403841.0,458468.0,496573.0,365736.0,219932.0,642377.0,184436.0,542278.0,135595.0,85078.0
Кабардино-Балкарская Республика,83000000,83000000,2007_avg,857871.0,401484.0,456386.0,492678.0,365193.0,213988.0,643882.0,178965.0,543037.0,135869.0,86572.0
Кабардино-Балкарская Республика,83000000,83000000,2008_avg,857704.0,401174.0,456530.0,481110.0,376594.0,208430.0,649274.0,176426.0,544170.0,137108.0,87320.0
Кабардино-Балкарская Республика,83000000,83000000,2009_avg,858851.0,401513.0,457338.0,470220.0,388631.0,204288.0,654564.0,175816.0,543877.0,139158.0,86828.0
Кабардино-Балкарская Республика,83000000,83000000,2010_avg,859684.0,401726.0,457958.0,469006.0,390678.0,202114.0,657570.0,176582.0,541170.0,141932.0,84776.0
Кабардино-Балкарская Республика,83000000,83000000,2011_avg,860742.0,402244.0,458498.0,467036.0,393707.0,202082.0,658660.0,178066.0,538152.0,144524.0,82440.0
Кабардино-Балкарская Республика,83000000,83000000,2012_avg,863328.0,403738.0,459589.0,465584.0,397744.0,204575.0,658752.0,181044.0,534931.0,147353.0,80657.0
Кабардино-Балкарская Республика,83000000,83000000,2013_avg,866194.0,405404.0,460790.0,464472.0,401722.0,207254.0,658940.0,184854.0,530619.0,150720.0,79924.0
Кабардино-Балкарская Республика,83000000,83000000,2014_avg,870106.0,407716.0,462390.0,464471.0,405634.0,209928.0,660178.0,188374.0,527081.0,154651.0,79818.0
Кабардино-Балкарская Республика,83000000,83000000,2015_avg,875632.0,410928.0,464704.0,465522.0,410110.0,213578.0,662054.0,191914.0,524046.0,159672.0,80399.0
Кабардино-Балкарская Республика,83000000,83000000,2016_avg,881218.0,414182.0,467036.0,466456.0,414762.0,216742.0,664476.0,194396.0,522048.0,164775.0,81881.0
Кабардино-Балкарская Республика,83000000,83000000,2017_avg,886233.0,417162.0,469071.0,467156.0,419076.0,218374.0,667858.0,196158.0,520657.0,169418.0,83520.0
Кабардино-Балкарская Республика,83000000,83000000,2018_avg,890342.0,419716.0,470626.0,467329.0,423013.0,218672.0,671670.0,198008.0,518151.0,174182.0,85439.0
Кабардино-Балкарская Республика,83000000,83000000,2019_avg,894760.0,422748.0,472012.0,467832.0,426928.0,218997.0,675763.0,198786.0,522620.0,173355.0,87730.0
Кабардино-Балкарская Республика,83000000,83000000,2020_avg,898978.0,425617.0,473362.0,468542.0,430436.0,219833.0,679146.0,199294.0,527824.0,171860.0,89910.0
Кабардино-Балкарская Республика,83000000,83000000,2021_avg,902476.0,428066.0,474410.0,469044.0,433432.0,220280.0,682196.0,199588.0,533414.0,169474.0,91969.0
Кабардино-Балкарская Республика,83000000,83000000,2022_avg,903802.0,429120.0,474682.0,468544.0,435258.0,220243.0,683559.0,199076.0,535958.0,168768.0,94784.0
Кабардино-Балкарская Республика,83000000,83000000,2023_avg,904365.0,429112.0,475253.0,467946.0,436418.0,219558.0,684806.0,197625.0,537144.0,169596.0,98868.0
Кабардино-Балкарская Республика,83000000,83000000,2024_avg,906839.0,430000.0,476839.0,468550.0,438289.0,219142.0,687698.0,195344.0,541942.0,169553.0,103834.0
Калининградская область,27000000,27000000,2000,958782.0,460977.0,497805.0,744272.0,214510.0,215512.0,743270.0,183795.0,589312.0,185675.0,101169.0
