region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Агинский Бурятский автономный округ,76800000,2000,,
Агинский Бурятский автономный округ,76800000,2001,,
Агинский Бурятский автономный округ,76800000,2002,2969.88,
Агинский Бурятский автономный округ,76800000,2003,3296.65,
Агинский Бурятский автономный округ,76800000,2004,3848.17,
Агинский Бурятский автономный округ,76800000,2005,4593.31,1.2173
Агинский Бурятский автономный округ,76800000,2006,4910.4,
Агинский Бурятский автономный округ,76800000,2007,6022.31,
Агинский Бурятский автономный округ,76800000,2008,6973.55,
Агинский Бурятский автономный округ,76800000,2009,,
Агинский Бурятский автономный округ,76800000,2010,,
Агинский Бурятский автономный округ,76800000,2011,,
Агинский Бурятский автономный округ,76800000,2012,,
Агинский Бурятский автономный округ,76800000,2013,,
Агинский Бурятский автономный округ,76800000,2014,,
Агинский Бурятский автономный округ,76800000,2015,,
Агинский Бурятский автономный округ,76800000,2016,,
Агинский Бурятский автономный округ,76800000,2017,,
Агинский Бурятский автономный округ,76800000,2018,,
Агинский Бурятский автономный округ,76800000,2019,,
Агинский Бурятский автономный округ,76800000,2020,,
Агинский Бурятский автономный округ,76800000,2021,,
Агинский Бурятский автономный округ,76800000,2022,,
Агинский Бурятский автономный округ,76800000,2023,,
Агинский Бурятский автономный округ,76800000,2024,,
Агинский Бурятский автономный округ,76800000,2025,,
Алтайский край,1000000,2000,,
Алтайский край,1000000,2001,,
Алтайский край,1000000,2002,2687.62,
Алтайский край,1000000,2003,3028.34,
Алтайский край,1000000,2004,3545.03,
Алтайский край,1000000,2005,4276.95,0.9806
Алтайский край,1000000,2006,4662.56,0.9423
Алтайский край,1000000,2007,5331.62,0.9405
Алтайский край,1000000,2008,6021.4,0.9118
Алтайский край,1000000,2009,6721.48,0.905
Алтайский край,1000000,2010,7543.02,0.892
Алтайский край,1000000,2011,7768.31,0.903
Алтайский край,1000000,2012,8363.41,0.884
Алтайский край,1000000,2013,9130.34,0.885
Алтайский край,1000000,2014,10622.24,0.908
Алтайский край,1000000,2015,11751.25,0.916
Алтайский край,1000000,2016,12721.27,0.92
Алтайский край,1000000,2017,13158.02,0.927
Алтайский край,1000000,2018,13780.25,0.936
Алтайский край,1000000,2019,14609.96,0.939
Алтайский край,1000000,2020,15511.69,0.944
Алтайский край,1000000,2021,17340.79,0.947
Алтайский край,1000000,2022,19712.02,0.947
Алтайский край,1000000,2023,21082.73,0.947
Алтайский край,1000000,2024,24042.58,0.947
Алтайский край,1000000,2025,25962.93,0.938
Амурская область,10000000,2000,,
Амурская область,10000000,2001,,
Амурская область,10000000,2002,3341.74,
Амурская область,10000000,2003,3982.03,
Амурская область,10000000,2004,4645.47,
Амурская область,10000000,2005,5512.74,1.641
Амурская область,10000000,2006,6132.03,1.5891
Амурская область,10000000,2007,6826.86,1.4473
Амурская область,10000000,2008,7666.47,1.451
Амурская область,10000000,2009,8627.7,1.401
Амурская область,10000000,2010,9564.78,1.395
Амурская область,10000000,2011,10552.55,1.417
Амурская область,10000000,2012,11179.04,1.411
Амурская область,10000000,2013,12120.4,1.426
Амурская область,10000000,2014,13318.51,1.417
Амурская область,10000000,2015,14742.14,1.41
Амурская область,10000000,2016,14930.45,1.41
Амурская область,10000000,2017,15162.13,1.393
Амурская область,10000000,2018,15937.38,1.321
Амурская область,10000000,2019,16673.61,1.311
Амурская область,10000000,2020,18041.26,1.315
Амурская область,10000000,2021,19251.26,1.314
Амурская область,10000000,2022,21190.57,1.314
Амурская область,10000000,2023,22360.04,1.314
Амурская область,10000000,2024,24873.81,1.314
Амурская область,10000000,2025,26842.33,1.224
Архангельская область,11700000,2000,,
Архангельская область,11700000,2001,,
Архангельская область,11700000,2002,3356.96,
Архангельская область,11700000,2003,3783.96,
Архангельская область,11700000,2004,4293.5,
Архангельская область,11700000,2005,4950.8,1.5011
Архангельская область,11700000,2006,5503.85,1.6436
Архангельская область,11700000,2007,6683.02,1.6515
Архангельская область,11700000,2008,7590.32,1.588
Архангельская область,11700000,2009,8590.19,1.62
Архангельская область,11700000,2010,9838.71,1.573
Архангельская область,11700000,2011,10505.85,1.609
Архангельская область,11700000,2012,11061.89,1.625
Архангельская область,11700000,2013,12272.73,1.621
Архангельская область,11700000,2014,13358.82,1.628
Архангельская область,11700000,2015,14799.33,1.553
Архангельская область,11700000,2016,15816.85,1.552
Архангельская область,11700000,2017,16329.81,1.552
Архангельская область,11700000,2018,16921.14,1.558
Архангельская область,11700000,2019,17562.96,1.568
Архангельская область,11700000,2020,18525.87,1.556
Архангельская область,11700000,2021,20200.96,1.556
Архангельская область,11700000,2022,22119.74,1.554
Архангельская область,11700000,2023,23637.03,1.554
Архангельская область,11700000,2024,26013.11,1.554
Архангельская область,11700000,2025,28059.99,1.408
Архангельская область без автономного округа,11000000,2000,,
Архангельская область без автономного округа,11000000,2001,,
Архангельская область без автономного округа,11000000,2002,,
Архангельская область без автономного округа,11000000,2003,,
Архангельская область без автономного округа,11000000,2004,,
Архангельская область без автономного округа,11000000,2005,,
Архангельская область без автономного округа,11000000,2006,,
Архангельская область без автономного округа,11000000,2007,,
Архангельская область без автономного округа,11000000,2008,,
Архангельская область без автономного округа,11000000,2009,,
Архангельская область без автономного округа,11000000,2010,,
Архангельская область без автономного округа,11000000,2011,,
Архангельская область без автономного округа,11000000,2012,,
Архангельская область без автономного округа,11000000,2013,12128.26,
Архангельская область без автономного округа,11000000,2014,13213.71,
Архангельская область без автономного округа,11000000,2015,14639.54,
Архангельская область без автономного округа,11000000,2016,15670.66,
Архангельская область без автономного округа,11000000,2017,16183.51,
Архангельская область без автономного округа,11000000,2018,16788.63,
Архангельская область без автономного округа,11000000,2019,17442.2,
Архангельская область без автономного округа,11000000,2020,18420.65,
Архангельская область без автономного округа,11000000,2021,20111.33,
Архангельская область без автономного округа,11000000,2022,22015.43,
Архангельская область без автономного округа,11000000,2023,23539.85,
Архангельская область без автономного округа,11000000,2024,25932.62,
Архангельская область без автономного округа,11000000,2025,28004.87,
Астраханская область,12000000,2000,,
Астраханская область,12000000,2001,,
Астраханская область,12000000,2002,2925.24,
Астраханская область,12000000,2003,3248.45,
Астраханская область,12000000,2004,3528.06,
Астраханская область,12000000,2005,4090.6,0.7547
Астраханская область,12000000,2006,4712.62,0.7915
Астраханская область,12000000,2007,5489.59,0.7975
Астраханская область,12000000,2008,6141.05,0.7906
Астраханская область,12000000,2009,6730.92,0.795
Астраханская область,12000000,2010,7648.35,0.777
Астраханская область,12000000,2011,8018.79,0.78
Астраханская область,12000000,2012,8528.1,0.789
Астраханская область,12000000,2013,9235.31,0.799
Астраханская область,12000000,2014,10657.59,0.778
Астраханская область,12000000,2015,11879.84,0.791
Астраханская область,12000000,2016,12925.33,0.809
Астраханская область,12000000,2017,13533.13,0.808
Астраханская область,12000000,2018,14033.83,0.815
Астраханская область,12000000,2019,14501.08,0.8
Астраханская область,12000000,2020,14959.64,0.798
Астраханская область,12000000,2021,16025.02,0.804
Астраханская область,12000000,2022,18545.47,0.803
Астраханская область,12000000,2023,18361.92,0.803
Астраханская область,12000000,2024,20412.08,0.803
Астраханская область,12000000,2025,21758.39,0.81
Белгородская область,14000000,2000,,
Белгородская область,14000000,2001,,
Белгородская область,14000000,2002,2747.37,
Белгородская область,14000000,2003,3035.4,
Белгородская область,14000000,2004,3538.49,
Белгородская область,14000000,2005,4077.86,0.8073
Белгородская область,14000000,2006,4544.95,0.7898
Белгородская область,14000000,2007,5234.31,0.8206
Белгородская область,14000000,2008,5954.31,0.8266
Белгородская область,14000000,2009,6556.24,0.825
Белгородская область,14000000,2010,7286.67,0.807
Белгородская область,14000000,2011,7878.79,0.816
Белгородская область,14000000,2012,8494.53,0.823
Белгородская область,14000000,2013,9513.97,0.829
Белгородская область,14000000,2014,10755.95,0.827
Белгородская область,14000000,2015,11871.82,0.839
Белгородская область,14000000,2016,12526.77,0.842
Белгородская область,14000000,2017,12933.25,0.836
Белгородская область,14000000,2018,13804.25,0.838
Белгородская область,14000000,2019,14110.96,0.842
Белгородская область,14000000,2020,14972.94,0.847
Белгородская область,14000000,2021,16022.72,0.847
Белгородская область,14000000,2022,17590.17,0.848
Белгородская область,14000000,2023,18438.06,0.848
Белгородская область,14000000,2024,20570.47,0.848
Белгородская область,14000000,2025,22338.71,0.831
Брянская область,15000000,2000,,
Брянская область,15000000,2001,,
Брянская область,15000000,2002,2764.37,
Брянская область,15000000,2003,3037.41,
Брянская область,15000000,2004,3482.91,
Брянская область,15000000,2005,4006.58,0.8558
Брянская область,15000000,2006,4417.29,0.8407
Брянская область,15000000,2007,5185.99,0.8712
Брянская область,15000000,2008,5952.28,0.8756
Брянская область,15000000,2009,6685.62,0.877
Брянская область,15000000,2010,7542.59,0.857
Брянская область,15000000,2011,7991.62,0.87
Брянская область,15000000,2012,8678.25,0.877
Брянская область,15000000,2013,9591.91,0.869
Брянская область,15000000,2014,11275.77,0.864
Брянская область,15000000,2015,12483.7,0.877
Брянская область,15000000,2016,13293.24,0.886
Брянская область,15000000,2017,13807.54,0.886
Брянская область,15000000,2018,14504.38,0.891
Брянская область,15000000,2019,14915.02,0.893
Брянская область,15000000,2020,15612.58,0.892
Брянская область,15000000,2021,17089.49,0.895
Брянская область,15000000,2022,19294.32,0.899
Брянская область,15000000,2023,20420.06,0.899
Брянская область,15000000,2024,22168.65,0.899
Брянская область,15000000,2025,23924.09,0.895
Владимирская область,17000000,2000,,
Владимирская область,17000000,2001,,
Владимирская область,17000000,2002,2568.1,
Владимирская область,17000000,2003,3005.14,
Владимирская область,17000000,2004,3558.76,
Владимирская область,17000000,2005,4125.27,0.8123
Владимирская область,17000000,2006,4685.66,0.7938
Владимирская область,17000000,2007,5683.05,0.8548
Владимирская область,17000000,2008,6722.62,0.8497
Владимирская область,17000000,2009,7257.76,0.87
Владимирская область,17000000,2010,8404.94,0.852
Владимирская область,17000000,2011,8894.3,0.864
Владимирская область,17000000,2012,9600.71,0.871
Владимирская область,17000000,2013,10522.41,0.875
Владимирская область,17000000,2014,12096.65,0.867
Владимирская область,17000000,2015,13286.12,0.886
Владимирская область,17000000,2016,14056.93,0.897
Владимирская область,17000000,2017,14555.07,0.89
Владимирская область,17000000,2018,15331.3,0.891
Владимирская область,17000000,2019,15742.5,0.894
Владимирская область,17000000,2020,16586.44,0.896
Владимирская область,17000000,2021,17909.47,0.893
Владимирская область,17000000,2022,20134.67,0.892
Владимирская область,17000000,2023,21014.01,0.892
Владимирская область,17000000,2024,23939.4,0.892
Владимирская область,17000000,2025,26387.58,0.906
Волгоградская область,18000000,2000,,
Волгоградская область,18000000,2001,,
Волгоградская область,18000000,2002,2948.25,
Волгоградская область,18000000,2003,3142.58,
Волгоградская область,18000000,2004,3522.68,
Волгоградская область,18000000,2005,4213.48,0.7968
Волгоградская область,18000000,2006,4764.12,0.8158
Волгоградская область,18000000,2007,5640.7,0.8169
Волгоградская область,18000000,2008,6362.62,0.8119
Волгоградская область,18000000,2009,7103.43,0.823
Волгоградская область,18000000,2010,8011.32,0.812
Волгоградская область,18000000,2011,8452.84,0.824
Волгоградская область,18000000,2012,9242.28,0.831
Волгоградская область,18000000,2013,9721.54,0.834
Волгоградская область,18000000,2014,10938.36,0.825
Волгоградская область,18000000,2015,12366.46,0.819
Волгоградская область,18000000,2016,12971,0.821
Волгоградская область,18000000,2017,13417.67,0.824
Волгоградская область,18000000,2018,13964.34,0.826
Волгоградская область,18000000,2019,14447.49,0.829
Волгоградская область,18000000,2020,15195.24,0.827
Волгоградская область,18000000,2021,16425.82,0.824
Волгоградская область,18000000,2022,18116.24,0.82
Волгоградская область,18000000,2023,18873.74,0.82
Волгоградская область,18000000,2024,20691.73,0.82
Волгоградская область,18000000,2025,22417.1,0.792
Вологодская область,19000000,2000,,
Вологодская область,19000000,2001,,
Вологодская область,19000000,2002,2888.99,
Вологодская область,19000000,2003,3236.64,
Вологодская область,19000000,2004,3780.15,
Вологодская область,19000000,2005,4503.88,0.957
Вологодская область,19000000,2006,5128.11,0.9279
Вологодская область,19000000,2007,6116.96,0.9903
Вологодская область,19000000,2008,7073.45,1.02
Вологодская область,19000000,2009,7833.93,1.023
Вологодская область,19000000,2010,8836.11,1.032
Вологодская область,19000000,2011,9438.76,1.024
Вологодская область,19000000,2012,10228.18,1.035
Вологодская область,19000000,2013,10990.56,1.015
Вологодская область,19000000,2014,12311.27,1.014
Вологодская область,19000000,2015,13637.03,1.015
Вологодская область,19000000,2016,14553.15,1.019
Вологодская область,19000000,2017,15060.29,1.02
Вологодская область,19000000,2018,15400.95,1.022
Вологодская область,19000000,2019,15674.93,1.027
Вологодская область,19000000,2020,16911.53,1.022
Вологодская область,19000000,2021,18625.19,1.021
Вологодская область,19000000,2022,20905.84,1.026
Вологодская область,19000000,2023,22323.44,1.026
Вологодская область,19000000,2024,24531.62,1.026
Вологодская область,19000000,2025,27643.43,1.021
Воронежская область,20000000,2000,,
Воронежская область,20000000,2001,,
Воронежская область,20000000,2002,2845.72,
Воронежская область,20000000,2003,3135.71,
Воронежская область,20000000,2004,3638.19,
Воронежская область,20000000,2005,4317.5,0.8201
Воронежская область,20000000,2006,4898.45,0.8335
Воронежская область,20000000,2007,5793.73,0.8431
Воронежская область,20000000,2008,6617.62,0.8321
Воронежская область,20000000,2009,7757.08,0.831
Воронежская область,20000000,2010,8710.95,0.825
Воронежская область,20000000,2011,8978.75,0.856
Воронежская область,20000000,2012,9288.89,0.859
Воронежская область,20000000,2013,9821.7,0.841
Воронежская область,20000000,2014,11234.88,0.823
Воронежская область,20000000,2015,12661.9,0.825
Воронежская область,20000000,2016,13395.06,0.829
Воронежская область,20000000,2017,13828.18,0.832
Воронежская область,20000000,2018,14578.17,0.835
Воронежская область,20000000,2019,15046.64,0.836
Воронежская область,20000000,2020,15495.8,0.838
Воронежская область,20000000,2021,17336.9,0.837
Воронежская область,20000000,2022,19229.08,0.84
Воронежская область,20000000,2023,20395.14,0.84
Воронежская область,20000000,2024,22689.11,0.84
Воронежская область,20000000,2025,24368.27,0.838
Дальневосточный федеральный округ,0,2000,,
Дальневосточный федеральный округ,0,2001,,
Дальневосточный федеральный округ,0,2002,4208.76,
Дальневосточный федеральный округ,0,2003,4770.2,
Дальневосточный федеральный округ,0,2004,5410.94,
Дальневосточный федеральный округ,0,2005,6380.08,
Дальневосточный федеральный округ,0,2006,7046.79,
Дальневосточный федеральный округ,0,2007,7912.82,
Дальневосточный федеральный округ,0,2008,9043.83,
Дальневосточный федеральный округ,0,2009,10158.19,
Дальневосточный федеральный округ,0,2010,11108.7,
Дальневосточный федеральный округ,0,2011,11958.57,
Дальневосточный федеральный округ,0,2012,12840.3,
Дальневосточный федеральный округ,0,2013,14022.47,
Дальневосточный федеральный округ,0,2014,15426.98,
Дальневосточный федеральный округ,0,2015,16857.64,
Дальневосточный федеральный округ,0,2016,17650.1,
Дальневосточный федеральный округ,0,2017,17929.25,
Дальневосточный федеральный округ,0,2018,18494.51,
Дальневосточный федеральный округ,0,2019,,
Дальневосточный федеральный округ,0,2020,,
Дальневосточный федеральный округ,0,2021,,
Дальневосточный федеральный округ,0,2022,,
Дальневосточный федеральный округ,0,2023,,
Дальневосточный федеральный округ,0,2024,,
Дальневосточный федеральный округ,0,2025,,
Еврейская автономная область,99000000,2000,,
Еврейская автономная область,99000000,2001,,
Еврейская автономная область,99000000,2002,3492.42,
Еврейская автономная область,99000000,2003,3977.98,
Еврейская автономная область,99000000,2004,4536.21,
Еврейская автономная область,99000000,2005,5402.67,1.5076
Еврейская автономная область,99000000,2006,5788.13,1.4931
Еврейская автономная область,99000000,2007,6677.04,1.3787
Еврейская автономная область,99000000,2008,7861.42,1.3257
Еврейская автономная область,99000000,2009,8929.27,1.3
Еврейская автономная область,99000000,2010,9740.69,1.298
Еврейская автономная область,99000000,2011,10845.05,1.299
Еврейская автономная область,99000000,2012,12020.36,1.29
Еврейская автономная область,99000000,2013,13621.14,1.329
Еврейская автономная область,99000000,2014,14445.27,1.348
Еврейская автономная область,99000000,2015,15681.18,1.374
Еврейская автономная область,99000000,2016,16259.49,1.359
Еврейская автономная область,99000000,2017,16898.51,1.332
Еврейская автономная область,99000000,2018,17797.24,1.321
Еврейская автономная область,99000000,2019,18484.64,1.322
Еврейская автономная область,99000000,2020,19495.67,1.324
Еврейская автономная область,99000000,2021,20762.23,1.327
Еврейская автономная область,99000000,2022,23589.99,1.32
Еврейская автономная область,99000000,2023,24768.38,1.32
Еврейская автономная область,99000000,2024,27110.91,1.32
Еврейская автономная область,99000000,2025,29444.6,1.32
Забайкальский край,76000000,2000,,
Забайкальский край,76000000,2001,,
Забайкальский край,76000000,2002,3364.61,
Забайкальский край,76000000,2003,3561.44,
Забайкальский край,76000000,2004,4019.42,
Забайкальский край,76000000,2005,4488.23,
Забайкальский край,76000000,2006,4944.26,
Забайкальский край,76000000,2007,5730.19,
Забайкальский край,76000000,2008,6455.06,1.197
Забайкальский край,76000000,2009,7156.47,1.177
Забайкальский край,76000000,2010,7847.24,
Забайкальский край,76000000,2011,8478.69,1.077
Забайкальский край,76000000,2012,9032.41,1.163
Забайкальский край,76000000,2013,9764.9,1.182
Забайкальский край,76000000,2014,10886.56,1.188
Забайкальский край,76000000,2015,12138.12,1.196
Забайкальский край,76000000,2016,13229.58,1.186
Забайкальский край,76000000,2017,13754.67,1.202
Забайкальский край,76000000,2018,14582.4,1.176
Забайкальский край,76000000,2019,15396.36,1.195
Забайкальский край,76000000,2020,16250.98,1.212
Забайкальский край,76000000,2021,17994.88,1.214
Забайкальский край,76000000,2022,20123.24,1.217
Забайкальский край,76000000,2023,21504.06,1.217
Забайкальский край,76000000,2024,23802.52,1.217
Забайкальский край,76000000,2025,26099.98,1.22
Ивановская область,24000000,2000,,
Ивановская область,24000000,2001,,
Ивановская область,24000000,2002,2871.17,
Ивановская область,24000000,2003,3256.2,
Ивановская область,24000000,2004,3836.64,
Ивановская область,24000000,2005,4202.44,0.8515
Ивановская область,24000000,2006,4710.65,0.8904
Ивановская область,24000000,2007,5512.15,0.8617
Ивановская область,24000000,2008,6339.86,0.8658
Ивановская область,24000000,2009,7007.38,0.866
Ивановская область,24000000,2010,7968.98,0.858
Ивановская область,24000000,2011,8461.89,0.87
Ивановская область,24000000,2012,9182.33,0.878
Ивановская область,24000000,2013,10058.21,0.874
Ивановская область,24000000,2014,11414.55,0.871
Ивановская область,24000000,2015,12715.92,0.874
Ивановская область,24000000,2016,13566.43,0.88
Ивановская область,24000000,2017,14171.49,0.883
Ивановская область,24000000,2018,14778.18,0.883
Ивановская область,24000000,2019,15185.31,0.89
Ивановская область,24000000,2020,16008.06,0.889
Ивановская область,24000000,2021,17277.36,0.882
Ивановская область,24000000,2022,19178.38,0.877
Ивановская область,24000000,2023,20091.82,0.877
Ивановская область,24000000,2024,22668.28,0.877
Ивановская область,24000000,2025,24409.65,0.835
Иркутская область,25000000,2000,,
Иркутская область,25000000,2001,,
Иркутская область,25000000,2002,3173.48,
Иркутская область,25000000,2003,3679.43,
Иркутская область,25000000,2004,4204.92,
Иркутская область,25000000,2005,4589.24,1.2661
Иркутская область,25000000,2006,5084.94,1.2618
Иркутская область,25000000,2007,5897.13,1.2338
Иркутская область,25000000,2008,6770.86,1.2124
Иркутская область,25000000,2009,7343.66,1.226
Иркутская область,25000000,2010,8220.24,1.222
Иркутская область,25000000,2011,8844.81,1.22
Иркутская область,25000000,2012,9496.09,1.213
Иркутская область,25000000,2013,10176.3,1.217
Иркутская область,25000000,2014,11104.42,1.203
Иркутская область,25000000,2015,12346.89,1.189
Иркутская область,25000000,2016,13288.88,1.178
Иркутская область,25000000,2017,13694.16,1.18
Иркутская область,25000000,2018,14565.78,1.156
Иркутская область,25000000,2019,15069.95,1.15
Иркутская область,25000000,2020,15730.78,1.157
Иркутская область,25000000,2021,17114,1.157
Иркутская область,25000000,2022,19037.43,1.154
Иркутская область,25000000,2023,20163.3,1.154
Иркутская область,25000000,2024,22179.22,1.154
Иркутская область,25000000,2025,24026.68,1.11
Кабардино-Балкарская Республика,83000000,2000,,
Кабардино-Балкарская Республика,83000000,2001,,
Кабардино-Балкарская Республика,83000000,2002,2888.34,
Кабардино-Балкарская Республика,83000000,2003,2972.22,
Кабардино-Балкарская Республика,83000000,2004,3418.28,
Кабардино-Балкарская Республика,83000000,2005,3967.19,0.7753
Кабардино-Балкарская Республика,83000000,2006,4295.29,0.771
Кабардино-Балкарская Республика,83000000,2007,4937.1,0.7904
Кабардино-Балкарская Республика,83000000,2008,5783.11,0.7838
Кабардино-Балкарская Республика,83000000,2009,6275.9,0.781
Кабардино-Балкарская Республика,83000000,2010,7220.91,0.766
Кабардино-Балкарская Республика,83000000,2011,7833.41,0.748
Кабардино-Балкарская Республика,83000000,2012,8807.23,0.762
Кабардино-Балкарская Республика,83000000,2013,9887.76,0.78
Кабардино-Балкарская Республика,83000000,2014,11259.53,0.785
Кабардино-Балкарская Республика,83000000,2015,12460.02,0.8
Кабардино-Балкарская Республика,83000000,2016,13555.62,0.805
Кабардино-Балкарская Республика,83000000,2017,13910.4,0.804
Кабардино-Балкарская Республика,83000000,2018,14407.95,0.809
Кабардино-Балкарская Республика,83000000,2019,14767.49,0.807
Кабардино-Балкарская Республика,83000000,2020,15461.56,0.803
Кабардино-Балкарская Республика,83000000,2021,16976.62,0.807
Кабардино-Балкарская Республика,83000000,2022,19272.64,0.81
Кабардино-Балкарская Республика,83000000,2023,20176.27,0.81
Кабардино-Балкарская Республика,83000000,2024,22433.77,0.81
Кабардино-Балкарская Республика,83000000,2025,24699.36,0.802
Калининградская область,27000000,2000,,
Калининградская область,27000000,2001,,
Калининградская область,27000000,2002,3094.54,
Калининградская область,27000000,2003,3669.88,
Калининградская область,27000000,2004,4292.66,
Калининградская область,27000000,2005,5046.99,0.9074
Калининградская область,27000000,2006,5621.69,0.9139
Калининградская область,27000000,2007,6508.08,0.8942
Калининградская область,27000000,2008,7608.84,0.8919
Калининградская область,27000000,2009,8235.41,0.896
Калининградская область,27000000,2010,9039.8,0.869
Калининградская область,27000000,2011,9429.32,0.883
Калининградская область,27000000,2012,10143.21,0.882
Калининградская область,27000000,2013,11070.9,0.878
Калининградская область,27000000,2014,12222.9,0.871
Калининградская область,27000000,2015,13477.83,0.87
Калининградская область,27000000,2016,14547.42,0.866
Калининградская область,27000000,2017,15182.18,0.872
Калининградская область,27000000,2018,15979.9,0.885
Калининградская область,27000000,2019,16403.34,0.889
Калининградская область,27000000,2020,17288.36,0.887
Калининградская область,27000000,2021,18804.82,0.886
Калининградская область,27000000,2022,21061.14,0.887
Калининградская область,27000000,2023,22670.23,0.887
Калининградская область,27000000,2024,24856.77,0.887
Калининградская область,27000000,2025,27614.49,0.896
Калужская область,29000000,2000,,
Калужская область,29000000,2001,,
Калужская область,29000000,2002,2926.82,
Калужская область,29000000,2003,3343.24,
Калужская область,29000000,2004,3813.4,
Калужская область,29000000,2005,4374.34,0.8648
Калужская область,29000000,2006,4793.66,0.8344
Калужская область,29000000,2007,5540.15,0.8803
Калужская область,29000000,2008,6300.52,0.8913
Калужская область,29000000,2009,6945.15,0.879
Калужская область,29000000,2010,7877.85,0.865
Калужская область,29000000,2011,8212.96,0.877
Калужская область,29000000,2012,8902.06,0.881
Калужская область,29000000,2013,9955.66,0.865
Калужская область,29000000,2014,12004.75,0.861
Калужская область,29000000,2015,13378.91,0.882
Калужская область,29000000,2016,14019.8,0.904
Калужская область,29000000,2017,14870.2,0.904
Калужская область,29000000,2018,15491.76,0.907
Калужская область,29000000,2019,15887.78,0.912
Калужская область,29000000,2020,16851.37,0.913
Калужская область,29000000,2021,18236.56,0.914
Калужская область,29000000,2022,20226.35,0.913
Калужская область,29000000,2023,21044.59,0.913
Калужская область,29000000,2024,23619.95,0.913
Калужская область,29000000,2025,24944.32,0.905
Камчатский край,30000000,2000,,
Камчатский край,30000000,2001,,
Камчатский край,30000000,2002,5085.45,
Камчатский край,30000000,2003,5452.86,
Камчатский край,30000000,2004,6158.69,
Камчатский край,30000000,2005,8177.78,3.1417
Камчатский край,30000000,2006,9260.6,3.1105
Камчатский край,30000000,2007,9965.78,2.7712
Камчатский край,30000000,2008,11852.7,2.8636
Камчатский край,30000000,2009,13866.74,3.385
Камчатский край,30000000,2010,15415.07,6.207
Камчатский край,30000000,2011,15875.67,5.803
Камчатский край,30000000,2012,16853.31,5.667
Камчатский край,30000000,2013,17841.66,5.396
Камчатский край,30000000,2014,19501.36,5.594
Камчатский край,30000000,2015,22970.49,5.592
Камчатский край,30000000,2016,24385.31,5.421
Камчатский край,30000000,2017,24445.54,5.415
Камчатский край,30000000,2018,24942.93,5.331
Камчатский край,30000000,2019,25463.45,5.16
Камчатский край,30000000,2020,26105.53,5.128
Камчатский край,30000000,2021,27338.4,5.059
Камчатский край,30000000,2022,29687.85,4.981
Камчатский край,30000000,2023,32956.57,4.981
Камчатский край,30000000,2024,35495.69,4.981
Камчатский край,30000000,2025,39797.93,4.716
Карачаево-Черкесская Республика,91000000,2000,,
Карачаево-Черкесская Республика,91000000,2001,,
Карачаево-Черкесская Республика,91000000,2002,2658.47,
Карачаево-Черкесская Республика,91000000,2003,2919.44,
Карачаево-Черкесская Республика,91000000,2004,3437.65,
Карачаево-Черкесская Республика,91000000,2005,4041.79,0.8401
Карачаево-Черкесская Республика,91000000,2006,4444.55,0.828
Карачаево-Черкесская Республика,91000000,2007,5016.38,0.9253
Карачаево-Черкесская Республика,91000000,2008,5890.92,0.8473
Карачаево-Черкесская Республика,91000000,2009,6742.94,0.841
Карачаево-Черкесская Республика,91000000,2010,8013.45,0.903
Карачаево-Черкесская Республика,91000000,2011,8310.87,0.905
Карачаево-Черкесская Республика,91000000,2012,8928.61,0.931
Карачаево-Черкесская Республика,91000000,2013,9841.76,0.917
Карачаево-Черкесская Республика,91000000,2014,11614.55,0.907
Карачаево-Черкесская Республика,91000000,2015,13084.73,0.919
Карачаево-Черкесская Республика,91000000,2016,13976.04,0.932
Карачаево-Черкесская Республика,91000000,2017,14278.86,0.929
Карачаево-Черкесская Республика,91000000,2018,14643.75,0.931
Карачаево-Черкесская Республика,91000000,2019,14880.46,0.927
Карачаево-Черкесская Республика,91000000,2020,15424.96,0.919
Карачаево-Черкесская Республика,91000000,2021,16914.68,0.916
Карачаево-Черкесская Республика,91000000,2022,18543.66,0.917
Карачаево-Черкесская Республика,91000000,2023,19681.31,0.917
Карачаево-Черкесская Республика,91000000,2024,21513.63,0.917
Карачаево-Черкесская Республика,91000000,2025,22591.44,0.943
Кемеровская область,32000000,2000,,
Кемеровская область,32000000,2001,,
Кемеровская область,32000000,2002,3148.25,
Кемеровская область,32000000,2003,3363.98,
Кемеровская область,32000000,2004,3766.87,
Кемеровская область,32000000,2005,4212.96,1.0144
Кемеровская область,32000000,2006,4581.85,0.9557
Кемеровская область,32000000,2007,5249.06,0.9237
Кемеровская область,32000000,2008,5881.27,0.9094
Кемеровская область,32000000,2009,6258.95,0.91
Кемеровская область,32000000,2010,7057.83,0.895
Кемеровская область,32000000,2011,7566.83,0.892
Кемеровская область,32000000,2012,8303.95,0.901
Кемеровская область,32000000,2013,9165.24,0.911
Кемеровская область,32000000,2014,10248.42,0.915
Кемеровская область,32000000,2015,11288.22,0.924
Кемеровская область,32000000,2016,12084.16,0.928
Кемеровская область,32000000,2017,12478.85,0.933
Кемеровская область,32000000,2018,13243.16,0.93
Кемеровская область,32000000,2019,13945.87,0.931
Кемеровская область,32000000,2020,14602.41,0.942
Кемеровская область,32000000,2021,16170.55,0.942
Кемеровская область,32000000,2022,17837.14,0.946
Кемеровская область,32000000,2023,19122.31,0.946
Кемеровская область,32000000,2024,21222.33,0.946
Кемеровская область,32000000,2025,23241.55,0.949
