region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Смоленская область,66000000,2005,3975.61,0.856
Смоленская область,66000000,2006,4439.2,0.8913
Смоленская область,66000000,2007,5237.62,0.8905
Смоленская область,66000000,2008,6265.98,0.8873
Смоленская область,66000000,2009,7051.07,0.893
Смоленская область,66000000,2010,8165.22,0.894
Смоленская область,66000000,2011,8626.28,0.912
Смоленская область,66000000,2012,9423.27,0.932
Смоленская область,66000000,2013,10150.45,0.898
Смоленская область,66000000,2014,11934.8,0.9
Смоленская область,66000000,2015,13136.23,0.91
Смоленская область,66000000,2016,13949.72,0.926
Смоленская область,66000000,2017,14356.13,0.927
Смоленская область,66000000,2018,15080.43,0.922
Смоленская область,66000000,2019,15173.27,0.92
Смоленская область,66000000,2020,15894.35,0.918
Смоленская область,66000000,2021,17259.48,0.913
Смоленская область,66000000,2022,19221.09,0.915
Смоленская область,66000000,2023,20138.08,0.915
Смоленская область,66000000,2024,22613.74,0.915
Смоленская область,66000000,2025,24134.91,0.909
Ставропольский край,7000000,2000,,
Ставропольский край,7000000,2001,,
Ставропольский край,7000000,2002,3021.44,
Ставропольский край,7000000,2003,3467.13,
Ставропольский край,7000000,2004,4066.49,
Ставропольский край,7000000,2005,4626.72,0.8274
Ставропольский край,7000000,2006,5126.18,0.8296
Ставропольский край,7000000,2007,5801.56,0.8637
Ставропольский край,7000000,2008,6827.48,0.844
Ставропольский край,7000000,2009,7575.61,0.837
Ставропольский край,7000000,2010,8803.22,0.833
Ставропольский край,7000000,2011,9313.48,0.836
Ставропольский край,7000000,2012,9914.03,0.842
Ставропольский край,7000000,2013,10231.53,0.864
Ставропольский край,7000000,2014,11502.3,0.842
Ставропольский край,7000000,2015,12817.25,0.837
Ставропольский край,7000000,2016,13583.29,0.839
Ставропольский край,7000000,2017,14324.09,0.834
Ставропольский край,7000000,2018,15184.52,0.841
Ставропольский край,7000000,2019,15771.44,0.846
Ставропольский край,7000000,2020,16842.5,0.853
Ставропольский край,7000000,2021,18448.13,0.852
Ставропольский край,7000000,2022,19891.7,0.856
Ставропольский край,7000000,2023,21093.01,0.856
Ставропольский край,7000000,2024,23351.26,0.856
Ставропольский край,7000000,2025,25297.46,0.827
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2000,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2001,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2002,5248.15,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2003,5755.48,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2004,7242.24,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2005,7515.96,5.7922
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2006,8992.31,5.712
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2007,,5.1003
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2008,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2009,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2010,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2011,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2012,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2013,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2014,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2015,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2016,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2017,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2018,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2019,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2020,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2021,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2022,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2023,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2024,,
Таймырский (Долгано-Ненецкий) автономный округ,4800000,2025,,
Тамбовская область,68000000,2000,,
Тамбовская область,68000000,2001,,
Тамбовская область,68000000,2002,2618.25,
Тамбовская область,68000000,2003,2877.68,
Тамбовская область,68000000,2004,3492.23,
Тамбовская область,68000000,2005,3917.02,0.8278
Тамбовская область,68000000,2006,4555.1,0.8661
Тамбовская область,68000000,2007,5212.77,0.8597
Тамбовская область,68000000,2008,6145.81,0.8715
Тамбовская область,68000000,2009,6861.47,0.884
Тамбовская область,68000000,2010,7870.92,0.874
Тамбовская область,68000000,2011,8564.66,0.897
Тамбовская область,68000000,2012,9117.92,0.897
Тамбовская область,68000000,2013,9710.16,0.885
Тамбовская область,68000000,2014,10827.58,0.881
Тамбовская область,68000000,2015,12185.11,0.882
Тамбовская область,68000000,2016,12708.99,0.888
Тамбовская область,68000000,2017,12903.29,0.881
Тамбовская область,68000000,2018,13550.33,0.886
Тамбовская область,68000000,2019,14025.62,0.878
Тамбовская область,68000000,2020,14851.54,0.881
Тамбовская область,68000000,2021,16284.66,0.881
Тамбовская область,68000000,2022,18159.27,0.88
Тамбовская область,68000000,2023,19295.36,0.88
Тамбовская область,68000000,2024,21578.55,0.88
Тамбовская область,68000000,2025,23065.17,0.864
Тверская область,28000000,2000,,
Тверская область,28000000,2001,,
Тверская область,28000000,2002,2868.16,
Тверская область,28000000,2003,3275.5,
Тверская область,28000000,2004,3826.52,
Тверская область,28000000,2005,4428.45,0.91
Тверская область,28000000,2006,4864.39,0.9549
Тверская область,28000000,2007,5808.46,0.9576
Тверская область,28000000,2008,6669.72,0.9565
Тверская область,28000000,2009,7643.16,0.967
Тверская область,28000000,2010,8458.2,0.956
Тверская область,28000000,2011,8919.28,0.962
Тверская область,28000000,2012,9859.58,0.96
Тверская область,28000000,2013,10724.7,0.946
Тверская область,28000000,2014,12037.52,0.947
Тверская область,28000000,2015,13231.44,0.95
Тверская область,28000000,2016,13836.59,0.955
Тверская область,28000000,2017,14117.75,0.952
Тверская область,28000000,2018,14779.38,0.945
Тверская область,28000000,2019,15143.22,0.938
Тверская область,28000000,2020,15954.52,0.938
Тверская область,28000000,2021,17109.47,0.936
Тверская область,28000000,2022,18875.27,0.933
Тверская область,28000000,2023,19563.51,0.933
Тверская область,28000000,2024,21856.11,0.933
Тверская область,28000000,2025,23599.63,0.92
Томская область,69000000,2000,,
Томская область,69000000,2001,,
Томская область,69000000,2002,3278.62,
Томская область,69000000,2003,3996.45,
Томская область,69000000,2004,4515.72,
Томская область,69000000,2005,5185.91,1.4087
Томская область,69000000,2006,5496.79,1.3935
Томская область,69000000,2007,6334.01,1.4103
Томская область,69000000,2008,7178.2,1.3783
Томская область,69000000,2009,7848.84,1.367
Томская область,69000000,2010,8641.3,1.34
Томская область,69000000,2011,9209.54,1.342
Томская область,69000000,2012,10013.08,1.335
Томская область,69000000,2013,10785.83,1.336
Томская область,69000000,2014,11939.15,1.309
Томская область,69000000,2015,13303.85,1.312
Томская область,69000000,2016,13878.4,1.255
Томская область,69000000,2017,14396.8,1.254
Томская область,69000000,2018,15222.03,1.25
Томская область,69000000,2019,15776.13,1.257
Томская область,69000000,2020,16402.8,1.251
Томская область,69000000,2021,17720.97,1.25
Томская область,69000000,2022,19454.13,1.238
Томская область,69000000,2023,20502.15,1.238
Томская область,69000000,2024,22555.93,1.238
Томская область,69000000,2025,24070.47,1.178
Тульская область,70000000,2000,,
Тульская область,70000000,2001,,
Тульская область,70000000,2002,2628.99,
Тульская область,70000000,2003,3076.66,
Тульская область,70000000,2004,3589.16,
Тульская область,70000000,2005,4075.31,0.8211
Тульская область,70000000,2006,4544.51,0.8148
Тульская область,70000000,2007,5343.46,0.8473
Тульская область,70000000,2008,6127.7,0.846
Тульская область,70000000,2009,7020.2,0.857
Тульская область,70000000,2010,7850.57,0.854
Тульская область,70000000,2011,8296.16,0.869
Тульская область,70000000,2012,8975.17,0.876
Тульская область,70000000,2013,9794.7,0.872
Тульская область,70000000,2014,11269.33,0.867
Тульская область,70000000,2015,12475.87,0.875
Тульская область,70000000,2016,13352.96,0.884
Тульская область,70000000,2017,13945.23,0.872
Тульская область,70000000,2018,14917.78,0.876
Тульская область,70000000,2019,15480.62,0.889
Тульская область,70000000,2020,16685.86,0.883
Тульская область,70000000,2021,18120.51,0.893
Тульская область,70000000,2022,19610.84,0.898
Тульская область,70000000,2023,20383.94,0.898
Тульская область,70000000,2024,22705.29,0.898
Тульская область,70000000,2025,24796.44,0.921
Тюменская область,71600000,2000,,
Тюменская область,71600000,2001,,
Тюменская область,71600000,2002,3994.07,
Тюменская область,71600000,2003,4475.5,
Тюменская область,71600000,2004,5104.81,
Тюменская область,71600000,2005,5814.7,1.0487
Тюменская область,71600000,2006,6585.27,1.6139
Тюменская область,71600000,2007,7440.19,1.5797
Тюменская область,71600000,2008,8747,1.5659
Тюменская область,71600000,2009,9586.81,1.545
Тюменская область,71600000,2010,10507.52,1.527
Тюменская область,71600000,2011,11085.87,1.523
Тюменская область,71600000,2012,11799.6,1.515
Тюменская область,71600000,2013,12655.47,1.471
Тюменская область,71600000,2014,13655.51,0.947
Тюменская область,71600000,2015,15158.79,0.959
Тюменская область,71600000,2016,15967.43,0.96
Тюменская область,71600000,2017,16412.02,0.974
Тюменская область,71600000,2018,16904.53,0.98
Тюменская область,71600000,2019,17449.13,0.978
Тюменская область,71600000,2020,18472.28,0.974
Тюменская область,71600000,2021,19799.11,0.969
Тюменская область,71600000,2022,21196.88,0.968
Тюменская область,71600000,2023,22006.89,0.968
Тюменская область,71600000,2024,24759.01,0.968
Тюменская область,71600000,2025,27038.41,0.993
Тюменская область без автономных округов,71000000,2000,,
Тюменская область без автономных округов,71000000,2001,,
Тюменская область без автономных округов,71000000,2002,,
Тюменская область без автономных округов,71000000,2003,,
Тюменская область без автономных округов,71000000,2004,,
Тюменская область без автономных округов,71000000,2005,,
Тюменская область без автономных округов,71000000,2006,,
Тюменская область без автономных округов,71000000,2007,,
Тюменская область без автономных округов,71000000,2008,,
Тюменская область без автономных округов,71000000,2009,,
Тюменская область без автономных округов,71000000,2010,,
Тюменская область без автономных округов,71000000,2011,,
Тюменская область без автономных округов,71000000,2012,,
Тюменская область без автономных округов,71000000,2013,10540.91,
Тюменская область без автономных округов,71000000,2014,11588.74,
Тюменская область без автономных округов,71000000,2015,13050.99,
Тюменская область без автономных округов,71000000,2016,13725.8,
Тюменская область без автономных округов,71000000,2017,14286.7,
Тюменская область без автономных округов,71000000,2018,14912.49,
Тюменская область без автономных округов,71000000,2019,15145.68,
Тюменская область без автономных округов,71000000,2020,15958.71,
Тюменская область без автономных округов,71000000,2021,17288.27,
Тюменская область без автономных округов,71000000,2022,18587.32,
Тюменская область без автономных округов,71000000,2023,19283.9,
Тюменская область без автономных округов,71000000,2024,21466.49,
Тюменская область без автономных округов,71000000,2025,23539.01,
Удмуртская Республика,94000000,2000,,
Удмуртская Республика,94000000,2001,,
Удмуртская Республика,94000000,2002,2750.47,
Удмуртская Республика,94000000,2003,3153.39,
Удмуртская Республика,94000000,2004,3514.28,
Удмуртская Республика,94000000,2005,3945.82,0.891
Удмуртская Республика,94000000,2006,4368.57,0.9002
Удмуртская Республика,94000000,2007,5040.86,0.892
Удмуртская Республика,94000000,2008,5761.52,0.8851
Удмуртская Республика,94000000,2009,6349.03,0.888
Удмуртская Республика,94000000,2010,7504.47,0.88
Удмуртская Республика,94000000,2011,7821.94,0.897
Удмуртская Республика,94000000,2012,8611.28,0.9
Удмуртская Республика,94000000,2013,9456.09,0.9
Удмуртская Республика,94000000,2014,10862.02,0.897
Удмуртская Республика,94000000,2015,12094.92,0.91
Удмуртская Республика,94000000,2016,13009.61,0.92
Удмуртская Республика,94000000,2017,13417.52,0.92
Удмуртская Республика,94000000,2018,13993.93,0.926
Удмуртская Республика,94000000,2019,14479.88,0.927
Удмуртская Республика,94000000,2020,15470.24,0.929
Удмуртская Республика,94000000,2021,16482.07,0.934
Удмуртская Республика,94000000,2022,18474.98,0.938
Удмуртская Республика,94000000,2023,19539.83,0.938
Удмуртская Республика,94000000,2024,21611.17,0.938
Удмуртская Республика,94000000,2025,23448.05,0.911
Ульяновская область,73000000,2000,,
Ульяновская область,73000000,2001,,
Ульяновская область,73000000,2002,2812.17,
Ульяновская область,73000000,2003,3120.14,
Ульяновская область,73000000,2004,3638.81,
Ульяновская область,73000000,2005,4105.66,0.8327
Ульяновская область,73000000,2006,4464.07,0.8576
Ульяновская область,73000000,2007,5246.04,0.8011
Ульяновская область,73000000,2008,5966.29,0.7982
Ульяновская область,73000000,2009,6410.16,0.805
Ульяновская область,73000000,2010,7371.01,0.792
Ульяновская область,73000000,2011,7927.8,0.789
Ульяновская область,73000000,2012,8552.29,0.796
Ульяновская область,73000000,2013,9727.54,0.809
Ульяновская область,73000000,2014,10679.53,0.813
Ульяновская область,73000000,2015,11947.61,0.819
Ульяновская область,73000000,2016,13022.88,0.823
Ульяновская область,73000000,2017,13607.54,0.829
Ульяновская область,73000000,2018,14400,0.839
Ульяновская область,73000000,2019,14770.65,0.844
Ульяновская область,73000000,2020,15663.35,0.847
Ульяновская область,73000000,2021,16946.15,0.846
Ульяновская область,73000000,2022,18567.68,0.845
Ульяновская область,73000000,2023,19844.88,0.845
Ульяновская область,73000000,2024,21723.45,0.845
Ульяновская область,73000000,2025,23587.17,0.854
Уральский федеральный округ,0,2000,,
Уральский федеральный округ,0,2001,,
Уральский федеральный округ,0,2002,3312.06,
Уральский федеральный округ,0,2003,3667.59,
Уральский федеральный округ,0,2004,4148.07,
Уральский федеральный округ,0,2005,4728.45,
Уральский федеральный округ,0,2006,5304.14,
Уральский федеральный округ,0,2007,6158.23,
Уральский федеральный округ,0,2008,7170.62,
Уральский федеральный округ,0,2009,7882.19,
Уральский федеральный округ,0,2010,8878.71,
Уральский федеральный округ,0,2011,9393.63,
Уральский федеральный округ,0,2012,10122.35,
Уральский федеральный округ,0,2013,10954.72,
Уральский федеральный округ,0,2014,12029.53,
Уральский федеральный округ,0,2015,13406.82,
Уральский федеральный округ,0,2016,14136.52,
Уральский федеральный округ,0,2017,14641.78,
Уральский федеральный округ,0,2018,15004.68,
Уральский федеральный округ,0,2019,15385.58,
Уральский федеральный округ,0,2020,16143.71,
Уральский федеральный округ,0,2021,17794.13,
Уральский федеральный округ,0,2022,19759.94,
Уральский федеральный округ,0,2023,20437.74,
Уральский федеральный округ,0,2024,23142.17,
Уральский федеральный округ,0,2025,25288.83,
Усть-Ордынский Бурятский автономный округ,25800000,2000,,
Усть-Ордынский Бурятский автономный округ,25800000,2001,,
Усть-Ордынский Бурятский автономный округ,25800000,2002,2762.23,
Усть-Ордынский Бурятский автономный округ,25800000,2003,3337.94,
Усть-Ордынский Бурятский автономный округ,25800000,2004,3823.6,
Усть-Ордынский Бурятский автономный округ,25800000,2005,4290.97,1.4855
Усть-Ордынский Бурятский автономный округ,25800000,2006,4711.75,
Усть-Ордынский Бурятский автономный округ,25800000,2007,5413.53,1.3617
Усть-Ордынский Бурятский автономный округ,25800000,2008,,
Усть-Ордынский Бурятский автономный округ,25800000,2009,,
Усть-Ордынский Бурятский автономный округ,25800000,2010,,
Усть-Ордынский Бурятский автономный округ,25800000,2011,,
Усть-Ордынский Бурятский автономный округ,25800000,2012,,
Усть-Ордынский Бурятский автономный округ,25800000,2013,,
Усть-Ордынский Бурятский автономный округ,25800000,2014,,
Усть-Ордынский Бурятский автономный округ,25800000,2015,,
Усть-Ордынский Бурятский автономный округ,25800000,2016,,
Усть-Ордынский Бурятский автономный округ,25800000,2017,,
Усть-Ордынский Бурятский автономный округ,25800000,2018,,
Усть-Ордынский Бурятский автономный округ,25800000,2019,,
Усть-Ордынский Бурятский автономный округ,25800000,2020,,
Усть-Ордынский Бурятский автономный округ,25800000,2021,,
Усть-Ордынский Бурятский автономный округ,25800000,2022,,
Усть-Ордынский Бурятский автономный округ,25800000,2023,,
Усть-Ордынский Бурятский автономный округ,25800000,2024,,
Усть-Ордынский Бурятский автономный округ,25800000,2025,,
Хабаровский край,8000000,2000,,
Хабаровский край,8000000,2001,,
Хабаровский край,8000000,2002,4047.3,
Хабаровский край,8000000,2003,4572.9,
Хабаровский край,8000000,2004,5363.11,
Хабаровский край,8000000,2005,6298.88,1.8766
Хабаровский край,8000000,2006,6941.18,1.7623
Хабаровский край,8000000,2007,7819.46,1.6543
Хабаровский край,8000000,2008,8992.45,1.6102
Хабаровский край,8000000,2009,10267.92,1.59
Хабаровский край,8000000,2010,11271.09,1.562
Хабаровский край,8000000,2011,12162.19,1.586
Хабаровский край,8000000,2012,13254.82,1.611
Хабаровский край,8000000,2013,14292.49,1.663
Хабаровский край,8000000,2014,15436.6,1.645
Хабаровский край,8000000,2015,17206.94,1.603
Хабаровский край,8000000,2016,17627.03,1.577
Хабаровский край,8000000,2017,17848,1.563
Хабаровский край,8000000,2018,18320.84,1.437
Хабаровский край,8000000,2019,19092.83,1.426
Хабаровский край,8000000,2020,19976.97,1.446
Хабаровский край,8000000,2021,21674.33,1.441
Хабаровский край,8000000,2022,23700.82,1.432
Хабаровский край,8000000,2023,24992.02,1.432
Хабаровский край,8000000,2024,27389.95,1.432
Хабаровский край,8000000,2025,29251.08,1.315
Ханты-Мансийский автономный округ — Югра,71800000,2000,,
Ханты-Мансийский автономный округ — Югра,71800000,2001,,
Ханты-Мансийский автономный округ — Югра,71800000,2002,4328.48,
Ханты-Мансийский автономный округ — Югра,71800000,2003,4805.79,
Ханты-Мансийский автономный округ — Югра,71800000,2004,5635.44,
Ханты-Мансийский автономный округ — Югра,71800000,2005,6438.65,1.7776
Ханты-Мансийский автономный округ — Югра,71800000,2006,7387.05,1.6139
Ханты-Мансийский автономный округ — Югра,71800000,2007,8309.78,
Ханты-Мансийский автономный округ — Югра,71800000,2008,9704.48,
Ханты-Мансийский автономный округ — Югра,71800000,2009,10598.1,
Ханты-Мансийский автономный округ — Югра,71800000,2010,11509.65,
Ханты-Мансийский автономный округ — Югра,71800000,2011,12123.94,
Ханты-Мансийский автономный округ — Югра,71800000,2012,12943.54,
Ханты-Мансийский автономный округ — Югра,71800000,2013,13865.6,
Ханты-Мансийский автономный округ — Югра,71800000,2014,14687.72,1.647
Ханты-Мансийский автономный округ — Югра,71800000,2015,16226.94,1.66
Ханты-Мансийский автономный округ — Югра,71800000,2016,17200.11,1.658
Ханты-Мансийский автономный округ — Югра,71800000,2017,17561.93,1.666
Ханты-Мансийский автономный округ — Югра,71800000,2018,18087.37,1.54
Ханты-Мансийский автономный округ — Югра,71800000,2019,18896.74,1.539
Ханты-Мансийский автономный округ — Югра,71800000,2020,20196.33,1.533
Ханты-Мансийский автономный округ — Югра,71800000,2021,21091.43,1.537
Ханты-Мансийский автономный округ — Югра,71800000,2022,22501.21,1.538
Ханты-Мансийский автономный округ — Югра,71800000,2023,23356.03,1.538
Ханты-Мансийский автономный округ — Югра,71800000,2024,26539.82,1.538
Ханты-Мансийский автономный округ — Югра,71800000,2025,29175.23,1.415
Центральный федеральный округ,0,2000,,
Центральный федеральный округ,0,2001,,
Центральный федеральный округ,0,2002,3329.09,
Центральный федеральный округ,0,2003,3777.66,
Центральный федеральный округ,0,2004,4339.65,
Центральный федеральный округ,0,2005,5059.91,
Центральный федеральный округ,0,2006,5616.82,
Центральный федеральный округ,0,2007,6522.73,
Центральный федеральный округ,0,2008,7502.09,
Центральный федеральный округ,0,2009,8369.62,
Центральный федеральный округ,0,2010,9470.95,
Центральный федеральный округ,0,2011,10182.09,
Центральный федеральный округ,0,2012,10985.53,
Центральный федеральный округ,0,2013,11986.04,
Центральный федеральный округ,0,2014,13481.6,
Центральный федеральный округ,0,2015,14978.16,
Центральный федеральный округ,0,2016,15769.38,
Центральный федеральный округ,0,2017,16678.92,
Центральный федеральный округ,0,2018,17416.17,
Центральный федеральный округ,0,2019,18537.87,
Центральный федеральный округ,0,2020,19774.85,
Центральный федеральный округ,0,2021,21603.35,
Центральный федеральный округ,0,2022,22487.14,
Центральный федеральный округ,0,2023,24275.42,
Центральный федеральный округ,0,2024,26874.87,
Центральный федеральный округ,0,2025,29474.36,
Челябинская область,75000000,2000,,
Челябинская область,75000000,2001,,
Челябинская область,75000000,2002,2981.21,
Челябинская область,75000000,2003,3269.08,
Челябинская область,75000000,2004,3729.37,
Челябинская область,75000000,2005,4204.03,1.3347
Челябинская область,75000000,2006,4693.63,1.291
Челябинская область,75000000,2007,5449.33,1.2394
Челябинская область,75000000,2008,6304.33,0.8752
Челябинская область,75000000,2009,6872.89,0.87
Челябинская область,75000000,2010,7796.87,1.004
Челябинская область,75000000,2011,8342.78,0.871
Челябинская область,75000000,2012,9106.42,0.883
Челябинская область,75000000,2013,9815.09,0.885
Челябинская область,75000000,2014,10958.12,0.887
Челябинская область,75000000,2015,12161.03,0.89
Челябинская область,75000000,2016,12802.55,0.888
Челябинская область,75000000,2017,12869.96,0.891
Челябинская область,75000000,2018,13511.6,0.891
Челябинская область,75000000,2019,13742.19,0.888
Челябинская область,75000000,2020,14521.97,0.892
Челябинская область,75000000,2021,16327.36,0.886
Челябинская область,75000000,2022,17936.43,0.89
Челябинская область,75000000,2023,18941.02,0.89
Челябинская область,75000000,2024,20993.75,0.89
Челябинская область,75000000,2025,23043.8,0.852
Чеченская Республика,96000000,2000,,
Чеченская Республика,96000000,2001,,
Чеченская Республика,96000000,2002,,
Чеченская Республика,96000000,2003,,
Чеченская Республика,96000000,2004,,
Чеченская Республика,96000000,2005,,0.8374
Чеченская Республика,96000000,2006,4677.27,0.9316
Чеченская Республика,96000000,2007,5414.72,0.8692
Чеченская Республика,96000000,2008,6059.77,0.8306
Чеченская Республика,96000000,2009,6548.99,
Чеченская Республика,96000000,2010,7881.77,0.786
Чеченская Республика,96000000,2011,8534.42,0.808
Чеченская Республика,96000000,2012,9121.71,0.794
Чеченская Республика,96000000,2013,9722.9,0.807
Чеченская Республика,96000000,2014,11167.09,0.824
Чеченская Республика,96000000,2015,12929.59,0.815
Чеченская Республика,96000000,2016,13983.32,0.814
Чеченская Республика,96000000,2017,14694.66,0.829
Чеченская Республика,96000000,2018,15469.61,0.837
Чеченская Республика,96000000,2019,15677.79,0.836
Чеченская Республика,96000000,2020,16331.99,0.84
Чеченская Республика,96000000,2021,17209.49,0.837
Чеченская Республика,96000000,2022,18989.14,0.834
Чеченская Республика,96000000,2023,19529.84,0.834
Чеченская Республика,96000000,2024,21892.05,0.834
Чеченская Республика,96000000,2025,23749.93,0.828
Чувашская Республика,97000000,2000,,
Чувашская Республика,97000000,2001,,
Чувашская Республика,97000000,2002,2650.05,
Чувашская Республика,97000000,2003,2951.24,
Чувашская Республика,97000000,2004,3381.02,
Чувашская Республика,97000000,2005,3754.41,0.8337
Чувашская Республика,97000000,2006,4125.58,0.8275
Чувашская Республика,97000000,2007,4980.56,0.8524
Чувашская Республика,97000000,2008,5842.23,0.8489
Чувашская Республика,97000000,2009,6375.11,0.857
Чувашская Республика,97000000,2010,7425.32,0.85
Чувашская Республика,97000000,2011,7822.22,0.854
Чувашская Республика,97000000,2012,8350.08,0.866
Чувашская Республика,97000000,2013,9093.06,0.87
Чувашская Республика,97000000,2014,10568.94,0.864
Чувашская Республика,97000000,2015,11646.27,0.875
Чувашская Республика,97000000,2016,12443.96,0.883
Чувашская Республика,97000000,2017,12777.84,0.884
Чувашская Республика,97000000,2018,13411.32,0.891
Чувашская Республика,97000000,2019,13564.3,0.89
Чувашская Республика,97000000,2020,14380.81,0.891
Чувашская Республика,97000000,2021,15966.31,0.89
Чувашская Республика,97000000,2022,17812.46,0.894
Чувашская Республика,97000000,2023,18605.59,0.894
Чувашская Республика,97000000,2024,20589.56,0.894
Чувашская Республика,97000000,2025,21990.02,0.913
Чукотский автономный округ,77000000,2000,,
Чукотский автономный округ,77000000,2001,,
Чукотский автономный округ,77000000,2002,7016.76,
Чукотский автономный округ,77000000,2003,7962.28,
Чукотский автономный округ,77000000,2004,8806.19,
Чукотский автономный округ,77000000,2005,10133.51,6.7012
Чукотский автономный округ,77000000,2006,11424.31,7.1309
Чукотский автономный округ,77000000,2007,12273.72,7.0048
Чукотский автономный округ,77000000,2008,13989.36,7.8861
Чукотский автономный округ,77000000,2009,15196.89,7.852
Чукотский автономный округ,77000000,2010,15457.43,7.687
Чукотский автономный округ,77000000,2011,16157.73,7.079
Чукотский автономный округ,77000000,2012,17580.59,7.122
Чукотский автономный округ,77000000,2013,18694.84,6.102
Чукотский автономный округ,77000000,2014,19481.82,13.678
Чукотский автономный округ,77000000,2015,21005.67,13.082
Чукотский автономный округ,77000000,2016,23101.64,14.171
Чукотский автономный округ,77000000,2017,23173.91,13.47
Чукотский автономный округ,77000000,2018,26112.39,12.993
Чукотский автономный округ,77000000,2019,27931.54,14.716
Чукотский автономный округ,77000000,2020,28409.64,11.932
Чукотский автономный округ,77000000,2021,30242.11,11.856
Чукотский автономный округ,77000000,2022,33787.19,12.149
Чукотский автономный округ,77000000,2023,35520.3,12.149
Чукотский автономный округ,77000000,2024,37865.84,12.149
Чукотский автономный округ,77000000,2025,41534.99,11.868
Эвенкийский автономный округ,4900000,2000,,
Эвенкийский автономный округ,4900000,2001,,
Эвенкийский автономный округ,4900000,2002,4194.38,
Эвенкийский автономный округ,4900000,2003,4585.26,
Эвенкийский автономный округ,4900000,2004,5215,
Эвенкийский автономный округ,4900000,2005,6861.6,6.2724
Эвенкийский автономный округ,4900000,2006,7729.38,8.572
Эвенкийский автономный округ,4900000,2007,,8.0886
Эвенкийский автономный округ,4900000,2008,,
Эвенкийский автономный округ,4900000,2009,,
Эвенкийский автономный округ,4900000,2010,,
Эвенкийский автономный округ,4900000,2011,,
Эвенкийский автономный округ,4900000,2012,,
Эвенкийский автономный округ,4900000,2013,,
Эвенкийский автономный округ,4900000,2014,,
Эвенкийский автономный округ,4900000,2015,,
Эвенкийский автономный округ,4900000,2016,,
Эвенкийский автономный округ,4900000,2017,,
Эвенкийский автономный округ,4900000,2018,,
Эвенкийский автономный округ,4900000,2019,,
Эвенкийский автономный округ,4900000,2020,,
Эвенкийский автономный округ,4900000,2021,,
Эвенкийский автономный округ,4900000,2022,,
Эвенкийский автономный округ,4900000,2023,,
Эвенкийский автономный округ,4900000,2024,,
Эвенкийский автономный округ,4900000,2025,,
Южный федеральный округ,0,2000,,
Южный федеральный округ,0,2001,,
Южный федеральный округ,0,2002,2876.5,
Южный федеральный округ,0,2003,3238.88,
Южный федеральный округ,0,2004,3713.63,
Южный федеральный округ,0,2005,4314.71,
Южный федеральный округ,0,2006,4792.89,
Южный федеральный округ,0,2007,5547.92,
Южный федеральный округ,0,2008,6415.31,
Южный федеральный округ,0,2009,7412.08,
Южный федеральный округ,0,2010,8393.08,
Южный федеральный округ,0,2011,8528.33,
Южный федеральный округ,0,2012,9099.63,
Южный федеральный округ,0,2013,9834.94,
Южный федеральный округ,0,2014,11362.3,
Южный федеральный округ,0,2015,12734.98,
Южный федеральный округ,0,2016,13353.62,
Южный федеральный округ,0,2017,13898.84,
Южный федеральный округ,0,2018,14706.54,
Южный федеральный округ,0,2019,15173.93,
Южный федеральный округ,0,2020,16025.38,
Южный федеральный округ,0,2021,17336.9,
Южный федеральный округ,0,2022,19395.07,
Южный федеральный округ,0,2023,20231.51,
Южный федеральный округ,0,2024,22206.09,
Южный федеральный округ,0,2025,23929.84,
Ямало-Ненецкий автономный округ,71900000,2000,,
Ямало-Ненецкий автономный округ,71900000,2001,,
Ямало-Ненецкий автономный округ,71900000,2002,4836.44,
Ямало-Ненецкий автономный округ,71900000,2003,5444.93,
Ямало-Ненецкий автономный округ,71900000,2004,6180.89,
Ямало-Ненецкий автономный округ,71900000,2005,7194.98,3.1333
Ямало-Ненецкий автономный округ,71900000,2006,8017.45,1.6139
